building_num,emission_price,power_price,non_shiftable_load,solar_generation
1,0.1707244126403808,0.22,2.2758,0.0
1,0.1573190581037597,0.22,0.8511666666666671,0.0
1,0.1545025601953125,0.22,0.8346000000000005,0.0
1,0.1509448778981933,0.22,0.8381666666666678,0.0
1,0.1518198641750488,0.22,1.478433333333334,0.0
1,0.1580882182441406,0.22,1.2561999999999995,0.0
1,0.1619393621623535,0.22,1.869516666666667,0.05801666666666667
1,0.164345968935791,0.22,0.8088166666666669,0.4460833333333333
1,0.1909981533635253,0.22,0.6159666666666668,1.1058833333333333
1,0.202898866493164,0.22,0.6272333333333332,1.8120999999999998
1,0.212871689040039,0.22,0.6180666666666665,2.42785
1,0.2257099151513672,0.22,0.6451333333333334,2.851
1,0.2346078929833984,0.22,0.7644333333333331,3.0393000000000003
1,0.2428606982099609,0.22,1.4323,3.00505
1,0.242239251699707,0.22,1.9018333333333333,2.7586999999999997
1,0.242680302368164,0.22,1.7299833333333332,2.3251
1,0.2452496696010742,0.54,1.3914333333333335,1.6897
1,0.2461469423500976,0.54,1.0301,0.9703999999999999
1,0.2427593985805664,0.54,1.3838166666666667,0.32896666666666663
1,0.2415094735551758,0.54,1.031916666666667,0.024933333333333335
1,0.2435890921015625,0.54,3.603983333333334,0.0
1,0.2407391921699218,0.22,5.008499999999999,0.0
1,0.229270379796875,0.22,3.896216666666666,0.0
1,0.2152947268957519,0.22,3.5570833333333325,0.0
1,0.1915788613100585,0.22,1.4113333333333344,0.0
1,0.1727136117854004,0.22,0.979416666666666,0.0
1,0.1668172895336914,0.22,0.9009750000000004,0.0
1,0.1635285398957519,0.22,0.9224333333333332,0.0
1,0.1625312271875,0.22,0.9104833333333338,0.0
1,0.1673587400671387,0.22,1.0103,0.0
1,0.1707614967763671,0.22,1.2976833333333335,0.05638333333333333
1,0.183889502395996,0.22,1.1922666666666668,0.43848333333333334
1,0.1978049264521484,0.22,1.2234666666666665,1.0777
1,0.2108287670388183,0.22,1.082683333333333,1.7875666666666665
1,0.2233762446647949,0.22,0.6676666666666667,2.376133333333333
1,0.2393086775073242,0.22,0.6661,2.79325
1,0.2447691677241211,0.22,0.6456833333333334,3.0041333333333333
1,0.2435676361811523,0.22,1.1646166666666669,2.9543333333333335
1,0.2433008352714843,0.22,1.4435833333333326,2.7246666666666663
1,0.2491606824584961,0.22,0.86195,2.2849166666666667
1,0.2508627875458984,0.54,0.7617499999999999,1.6780833333333331
1,0.2472610998481445,0.54,2.940466666666665,0.9719
1,0.2365138431572265,0.54,2.4557666666666664,0.3328333333333333
1,0.2257806089484863,0.54,5.264016666666665,0.027616666666666668
1,0.2217600739992676,0.54,5.192933333333331,0.0
1,0.2180475630119629,0.22,3.931883333333332,0.0
1,0.2063346791623535,0.22,1.8948499999999997,0.0
1,0.1926318486711425,0.22,1.3533666666666673,0.0
1,0.1794455383181152,0.22,1.7904500000000003,0.0
1,0.1649591791411132,0.22,0.9643333333333344,0.0
1,0.1573014365639648,0.22,0.9697833333333344,0.0
1,0.1590283751489258,0.22,0.9800333333333334,0.0
1,0.1568993387729492,0.22,0.9736833333333332,0.0
1,0.1573835227626953,0.22,1.41885,0.0
1,0.1679024746179199,0.22,1.8283666666666671,0.06973333333333333
1,0.1787227368083496,0.22,1.4670166666666669,0.4838666666666667
1,0.2031152252260742,0.22,0.9732166666666664,1.1054333333333333
1,0.2138146144506836,0.22,1.4841333333333335,1.7362
1,0.2155149753793945,0.22,1.8785333333333327,2.3178333333333336
1,0.2312306065280761,0.22,2.6247,2.891633333333333
1,0.2402374281679687,0.22,2.3644166666666675,3.0539
1,0.2455476162016601,0.22,1.7573999999999996,3.0256166666666666
1,0.2436962609633789,0.22,2.007266666666667,2.7823166666666665
1,0.2456527640541992,0.22,1.046266666666667,2.3282166666666666
1,0.2490760769194336,0.54,0.6873999999999998,1.6945333333333332
1,0.247514030543457,0.54,0.661116666666666,0.9796
1,0.2499685324682617,0.54,2.2571499999999998,0.3193333333333333
1,0.2512759870454101,0.54,1.569466666666667,0.02075
1,0.2456024326176757,0.54,4.687783333333335,0.0
1,0.2378348357280273,0.22,4.039583333333331,0.0
1,0.2148102522128906,0.22,2.9469,0.0
1,0.1966851073596191,0.22,2.2459,0.0
1,0.1755839986604004,0.22,0.9128833333333334,0.0
1,0.1702522162810058,0.22,0.8333499999999993,0.0
1,0.1580840378002929,0.22,0.8092999999999991,0.0
1,0.1569343742145996,0.22,0.8260499999999993,0.0
1,0.1608464944743652,0.22,0.8205666666666662,0.0
1,0.1677028653454589,0.22,1.213833333333333,0.0
1,0.1690094340007324,0.22,0.7760000000000004,0.041966666666666666
1,0.1827238922165527,0.22,0.8312666666666667,0.44985
1,0.200148591244873,0.22,0.5700500000000002,0.9155333333333333
1,0.2059944713198242,0.22,0.8452499999999998,1.5454333333333334
1,0.2118523943952636,0.22,1.2543666666666669,2.4170833333333337
1,0.2260206937766113,0.22,0.5339333333333331,2.813633333333333
1,0.2279598660207519,0.22,0.5173833333333333,3.013266666666667
1,0.2254461042280273,0.22,1.53225,2.9950833333333335
1,0.2248382372390136,0.22,1.4186500000000002,2.773216666666667
1,0.232034829795166,0.22,0.5733833333333331,2.3321
1,0.2323185047480468,0.54,0.7239500000000001,1.6802666666666666
1,0.234055991340332,0.54,1.8375333333333332,0.9471166666666667
1,0.2335004352695312,0.54,4.254133333333335,0.31006666666666666
1,0.2227981252712402,0.54,4.292933333333335,0.020583333333333332
1,0.2189763967277831,0.54,4.10335,0.0
1,0.211730247916748,0.22,2.7808,0.0
1,0.1927444161193847,0.22,2.1478833333333327,0.0
1,0.1674499900202636,0.22,1.981216666666667,0.0
1,0.1557073308901367,0.22,1.1093833333333332,0.0
1,0.1501392842207031,0.22,1.0117666666666667,0.0
1,0.144737347902832,0.22,2.189766666666667,0.0
1,0.1524544887731933,0.22,2.181633333333333,0.0
1,0.1522815540546875,0.22,1.7153499999999997,0.0
1,0.1626015333937988,0.22,0.993433333333333,0.0
1,0.1639903128305664,0.22,1.9280500000000005,0.05516666666666666
1,0.1750249542722168,0.22,0.9241499999999996,0.4885666666666667
1,0.1851260693806152,0.22,0.7346333333333335,1.1115833333333334
1,0.194916336651123,0.22,0.8439499999999999,1.8228499999999999
1,0.2041893362868652,0.22,0.7428500000000007,2.43185
1,0.2214562166386718,0.22,0.6894333333333329,2.854883333333333
1,0.2150542406342773,0.22,0.7081333333333333,3.06125
1,0.2084591475036621,0.22,0.6372749999999997,3.038266666666667
1,0.2026286880063476,0.22,0.6551833333333333,2.797283333333333
1,0.1982330066706543,0.22,0.6308499999999996,2.3564666666666665
1,0.1935375653630371,0.54,0.6557166666666666,1.7198
